Car_Number,Arrive,Depart,Wait,Direction
1086,23663,23664,1,E
1087,23663,23668,5,W
1088,23664,23672,8,N
1089,23679,23680,1,W
1090,23683,23684,1,E
1091,23693,23696,3,S
1092,23694,23700,6,N
1093,23695,23704,9,W
1094,23703,23708,5,E
1095,23711,23712,1,W
1096,23723,23724,1,E
1097,23724,23728,4,N
1098,23726,23732,6,S
1099,23727,23736,9,W
1100,23743,23744,1,E
1101,23743,23748,5,W
1102,23754,23756,2,N
1103,23759,23760,1,S
1104,23759,23764,5,W
1105,23763,23768,5,E
1106,23775,23776,1,W
1107,23783,23784,1,E
1108,23784,23788,4,N
1109,23791,23792,1,W
1110,23792,23796,4,S
1111,23803,23804,1,E
1112,23807,23808,1,W
1113,23814,23816,2,N
1114,23823,23824,1,E
1115,23823,23828,5,W
1116,23825,23832,7,S
1117,23839,23840,1,W
1118,23843,23844,1,E
1119,23844,23848,4,N
1120,23855,23856,1,W
1121,23858,23860,2,S
1122,23863,23864,1,E
1123,23871,23872,1,W
1124,23874,23876,2,N
1125,23883,23884,1,E
1126,23887,23888,1,W
1127,23891,23892,1,S
1128,23903,23904,1,E
1129,23903,23908,5,W
1130,23904,23912,8,N
1131,23919,23920,1,W
1132,23923,23924,1,E
1133,23924,23928,4,S
1134,23934,23936,2,N
1135,23935,23940,5,W
1136,23943,23944,1,E
1137,23951,23952,1,W
1138,23957,23960,3,S
1139,23963,23964,1,E
1140,23964,23968,4,N
1141,23967,23972,5,W
1142,23983,23984,1,E
1143,23983,23988,5,W
1144,23990,23992,2,S
1145,23994,23996,2,N
1146,23999,24000,1,W
1147,24003,24004,1,E
1148,24015,24016,1,W
1149,24023,24024,1,S
1150,24023,24028,5,E
1151,24024,24032,8,N
1152,24031,24036,5,W
1153,24043,24044,1,E
1154,24047,24048,1,W
1155,24054,24056,2,N
1156,24056,24060,4,S
1157,24063,24064,1,E
1158,24063,24068,5,W
1159,24079,24080,1,W
1160,24083,24084,1,E
1161,24084,24088,4,N
1162,24089,24092,3,S
1163,24095,24096,1,W
1164,24103,24104,1,E
1165,24111,24112,1,W
1166,24114,24116,2,N
1167,24122,24124,2,S
1168,24123,24128,5,E
1169,24127,24132,5,W
1170,24143,24144,1,E
1171,24143,24148,5,W
1172,24144,24152,8,N
1173,24155,24156,1,S
1174,24159,24160,1,W
1175,24163,24164,1,E
1176,24174,24176,2,N
1177,24175,24180,5,W
1178,24183,24184,1,E
1179,24188,24188,0,S
1180,24191,24192,1,W
1181,24203,24204,1,E
1182,24204,24208,4,N
1183,24207,24212,5,W
1184,24221,24224,3,S
1185,24223,24228,5,E
1186,24223,24232,9,W
1187,24234,24236,2,N
1188,24239,24240,1,W
1189,24243,24244,1,E
1190,24254,24256,2,S
1191,24255,24260,5,W
1192,24263,24264,1,E
1193,24264,24268,4,N
1194,24271,24272,1,W
1195,24283,24284,1,E
1196,24287,24288,1,S
1197,24287,24292,5,W
1198,24294,24296,2,N
1199,24303,24304,1,E
1200,24303,24308,5,W
1201,24319,24320,1,W
1202,24320,24324,4,S
1203,24323,24328,5,E
1204,24324,24332,8,N
1205,24335,24336,1,W
1206,24343,24344,1,E
1207,24351,24352,1,W
1208,24353,24356,3,S
1209,24354,24360,6,N
1210,24363,24364,1,E
1211,24367,24368,1,W
1212,24383,24384,1,E
1213,24383,24388,5,W
1214,24384,24392,8,N
1215,24386,24396,10,S
1216,24399,24400,1,W
1217,24403,24404,1,E
1218,24414,24416,2,N
1219,24415,24420,5,W
1220,24419,24424,5,S
1221,24423,24428,5,E
1222,24431,24432,1,W
1223,24443,24444,1,E
1224,24444,24448,4,N
1225,24447,24452,5,W
1226,24452,24456,4,S
1227,24463,24464,1,E
1228,24463,24468,5,W
1229,24474,24476,2,N
1230,24479,24480,1,W
1231,24483,24484,1,E
1232,24485,24488,3,S
1233,24495,24496,1,W
1234,24503,24504,1,E
1235,24504,24508,4,N
1236,24511,24512,1,W
1237,24518,24520,2,S
1238,24523,24524,1,E
1239,24527,24528,1,W
1240,24534,24536,2,N
1241,24543,24544,1,E
1242,24543,24548,5,W
1243,24551,24552,1,S
1244,24559,24560,1,W
1245,24563,24564,1,E
1246,24564,24568,4,N
1247,24575,24576,1,W
1248,24583,24584,1,E
1249,24584,24588,4,S
1250,24591,24592,1,W
1251,24594,24596,2,N
1252,24603,24604,1,E
1253,24607,24608,1,W
1254,24617,24620,3,S
1255,24623,24624,1,E
1256,24623,24628,5,W
1257,24624,24632,8,N
1258,24639,24640,1,W
1259,24643,24644,1,E
1260,24650,24652,2,S
1261,24654,24656,2,N
1262,24655,24660,5,W
1263,24663,24664,1,E
1264,24671,24672,1,W
1265,24683,24684,1,S
1266,24683,24688,5,E
1267,24684,24692,8,N
1268,24687,24696,9,W
1269,24703,24704,1,E
1270,24703,24708,5,W
1271,24714,24716,2,N
1272,24716,24720,4,S
1273,24719,24724,5,W
1274,24723,24728,5,E
1275,24735,24736,1,W
1276,24743,24744,1,E
1277,24744,24748,4,N
1278,24749,24752,3,S
1279,24751,24756,5,W
1280,24763,24764,1,E
1281,24767,24768,1,W
1282,24774,24776,2,N
1283,24782,24784,2,S
1284,24783,24788,5,E
1285,24783,24792,9,W
1286,24799,24800,1,W
1287,24803,24804,1,E
1288,24804,24808,4,N
1289,24815,24816,1,S
1290,24815,24820,5,W
1291,24823,24824,1,E
1292,24831,24832,1,W
1293,24834,24836,2,N
1294,24843,24844,1,E
1295,24847,24848,1,W
1296,24848,24852,4,S
1297,24863,24864,1,E
1298,24863,24868,5,W
1299,24864,24872,8,N
1300,24879,24880,1,W
1301,24881,24884,3,S
1302,24883,24888,5,E
1303,24894,24896,2,N
1304,24895,24900,5,W
1305,24903,24904,1,E
1306,24911,24912,1,W
1307,24914,24916,2,S
1308,24923,24924,1,E
1309,24924,24928,4,N
1310,24927,24932,5,W
1311,24943,24944,1,E
1312,24943,24948,5,W
1313,24947,24952,5,S
1314,24954,24956,2,N
1315,24959,24960,1,W
1316,24963,24964,1,E
1317,24975,24976,1,W
1318,24980,24980,0,S
1319,24983,24984,1,E
1320,24984,24988,4,N
1321,24991,24992,1,W
1322,25003,25004,1,E
1323,25007,25008,1,W
1324,25013,25016,3,S
1325,25014,25020,6,N
1326,25023,25024,1,E
1327,25023,25028,5,W
1328,25039,25040,1,W
1329,25043,25044,1,E
1330,25044,25048,4,N
1331,25046,25052,6,S
1332,25055,25056,1,W
1333,25063,25064,1,E
1334,25071,25072,1,W
1335,25074,25076,2,N
1336,25079,25080,1,S
1337,25083,25084,1,E
1338,25087,25088,1,W
1339,25103,25104,1,E
1340,25103,25108,5,W
1341,25104,25112,8,N
1342,25112,25116,4,S
1343,25119,25120,1,W
1344,25123,25124,1,E
1345,25134,25136,2,N
1346,25135,25140,5,W
1347,25143,25144,1,E
1348,25145,25148,3,S
1349,25151,25152,1,W
1350,25163,25164,1,E
1351,25164,25168,4,N
1352,25167,25172,5,W
1353,25178,25180,2,S
1354,25183,25184,1,E
1355,25183,25188,5,W
1356,25194,25196,2,N
1357,25199,25200,1,W
1358,25203,25204,1,E
1359,25211,25212,1,S
1360,25215,25216,1,W
1361,25218,25220,2,E
1362,25224,25224,0,N
1363,25227,25228,1,W
1364,25233,25236,3,E
1365,25235,25240,5,S
1366,25239,25244,5,W
1367,25246,25248,2,N
1368,25248,25252,4,E
1369,25251,25256,5,W
1370,25259,25260,1,S
1371,25263,25264,1,E
1372,25263,25268,5,W
1373,25268,25272,4,N
1374,25275,25276,1,W
1375,25278,25280,2,E
1376,25283,25284,1,S
1377,25287,25288,1,W
1378,25290,25292,2,N
1379,25293,25296,3,E
1380,25299,25300,1,W
1381,25307,25308,1,S
1382,25308,25312,4,E
1383,25311,25316,5,W
1384,25312,25320,8,N
1385,25323,25324,1,E
1386,25323,25328,5,W
1387,25331,25332,1,S
1388,25334,25336,2,N
1389,25335,25340,5,W
1390,25338,25344,6,E
1391,25347,25348,1,W
1392,25353,25356,3,E
1393,25355,25360,5,S
1394,25356,25364,8,N
1395,25359,25368,9,W
1396,25368,25372,4,E
1397,25371,25376,5,W
1398,25378,25380,2,N
1399,25379,25384,5,S
1400,25383,25388,5,E
1401,25383,25392,9,W
1402,25395,25396,1,W
1403,25398,25400,2,E
1404,25400,25404,4,N
1405,25403,25408,5,S
1406,25407,25412,5,W
1407,25413,25416,3,E
1408,25419,25420,1,W
1409,25422,25424,2,N
1410,25427,25428,1,S
1411,25428,25432,4,E
1412,25431,25436,5,W
1413,25443,25444,1,E
1414,25443,25448,5,W
1415,25444,25452,8,N
1416,25451,25456,5,S
1417,25455,25460,5,W
1418,25458,25464,6,E
1419,25466,25468,2,N
1420,25467,25472,5,W
1421,25473,25476,3,E
1422,25475,25480,5,S
1423,25479,25484,5,W
1424,25488,25488,0,N
1425,25488,25492,4,E
1426,25491,25496,5,W
1427,25499,25500,1,S
1428,25503,25504,1,E
1429,25503,25508,5,W
1430,25510,25512,2,N
1431,25515,25516,1,W
1432,25518,25520,2,E
1433,25523,25524,1,S
1434,25527,25528,1,W
1435,25532,25532,0,N
1436,25533,25536,3,E
1437,25539,25540,1,W
1438,25547,25548,1,S
1439,25548,25552,4,E
1440,25551,25556,5,W
1441,25554,25560,6,N
1442,25563,25564,1,E
1443,25563,25568,5,W
1444,25571,25572,1,S
1445,25575,25576,1,W
1446,25576,25580,4,N
1447,25578,25584,6,E
1448,25587,25588,1,W
1449,25593,25596,3,E
1450,25595,25600,5,S
1451,25598,25604,6,N
1452,25599,25608,9,W
1453,25608,25612,4,E
1454,25611,25616,5,W
1455,25619,25620,1,S
1456,25620,25624,4,N
1457,25623,25628,5,E
1458,25623,25632,9,W
1459,25635,25636,1,W
1460,25638,25640,2,E
1461,25642,25644,2,N
1462,25643,25648,5,S
1463,25647,25652,5,W
1464,25653,25656,3,E
1465,25659,25660,1,W
1466,25664,25664,0,N
1467,25667,25668,1,S
1468,25668,25672,4,E
1469,25671,25676,5,W
1470,25683,25684,1,E
1471,25683,25688,5,W
1472,25686,25692,6,N
1473,25691,25696,5,S
1474,25695,25700,5,W
1475,25698,25704,6,E
1476,25707,25708,1,W
1477,25708,25712,4,N
1478,25713,25716,3,E
1479,25715,25720,5,S
1480,25719,25724,5,W
1481,25728,25728,0,E
1482,25730,25732,2,N
1483,25731,25736,5,W
1484,25739,25740,1,S
1485,25743,25744,1,E
1486,25743,25748,5,W
1487,25752,25752,0,N
1488,25755,25756,1,W
1489,25758,25760,2,E
1490,25763,25764,1,S
1491,25767,25768,1,W
1492,25773,25776,3,E
1493,25774,25780,6,N
1494,25779,25784,5,W
1495,25787,25788,1,S
1496,25788,25792,4,E
1497,25791,25796,5,W
1498,25796,25800,4,N
1499,25803,25804,1,E
1500,25803,25808,5,W
1501,25811,25812,1,S
1502,25815,25816,1,W
1503,25818,25820,2,N
1504,25818,25824,6,E
1505,25827,25828,1,W
1506,25833,25836,3,E
1507,25835,25840,5,S
1508,25839,25844,5,W
1509,25840,25848,8,N
1510,25848,25852,4,E
1511,25851,25856,5,W
1512,25859,25860,1,S
1513,25862,25864,2,N
1514,25863,25868,5,E
1515,25863,25872,9,W
1516,25875,25876,1,W
1517,25878,25880,2,E
1518,25883,25884,1,S
1519,25884,25888,4,N
1520,25887,25892,5,W
1521,25893,25896,3,E
1522,25899,25900,1,W
1523,25906,25908,2,N
1524,25907,25912,5,S
1525,25908,25916,8,E
1526,25911,25920,9,W
1527,25923,25924,1,E
1528,25923,25928,5,W
1529,25928,25932,4,N
1530,25931,25936,5,S
1531,25935,25940,5,W
1532,25938,25944,6,E
1533,25947,25948,1,W
1534,25950,25952,2,N
1535,25953,25956,3,E
1536,25955,25960,5,S
1537,25959,25964,5,W
1538,25968,25968,0,E
1539,25971,25972,1,W
1540,25972,25976,4,N
1541,25979,25980,1,S
1542,25983,25984,1,E
1543,25983,25988,5,W
1544,25994,25996,2,N
1545,25995,26000,5,W
1546,25998,26004,6,E
1547,26003,26008,5,S
1548,26007,26012,5,W
1549,26013,26016,3,E
1550,26016,26020,4,N
1551,26019,26024,5,W
1552,26027,26028,1,S
1553,26028,26032,4,E
1554,26031,26036,5,W
1555,26038,26040,2,N
1556,26043,26044,1,E
1557,26043,26048,5,W
1558,26051,26052,1,S
1559,26055,26056,1,W
1560,26058,26060,2,E
1561,26060,26064,4,N
1562,26067,26068,1,W
1563,26073,26076,3,E
1564,26075,26080,5,S
1565,26079,26084,5,W
1566,26082,26088,6,N
1567,26088,26092,4,E
1568,26091,26096,5,W
1569,26099,26100,1,S
1570,26103,26104,1,E
1571,26103,26108,5,W
1572,26104,26112,8,N
1573,26115,26116,1,W
1574,26118,26120,2,E
1575,26123,26124,1,S
1576,26126,26128,2,N
1577,26127,26132,5,W
1578,26133,26136,3,E
1579,26139,26140,1,W
1580,26147,26148,1,S
1581,26148,26152,4,N
1582,26148,26156,8,E
1583,26151,26160,9,W
1584,26163,26164,1,E
1585,26163,26168,5,W
1586,26170,26172,2,N
1587,26171,26176,5,S
1588,26175,26180,5,W
1589,26178,26184,6,E
1590,26187,26188,1,W
1591,26192,26192,0,N
1592,26193,26196,3,E
1593,26195,26200,5,S
1594,26199,26204,5,W
1595,26208,26208,0,E
1596,26211,26212,1,W
1597,26214,26216,2,N
1598,26219,26220,1,S
1599,26223,26224,1,E
1600,26223,26228,5,W
1601,26235,26236,1,W
1602,26236,26240,4,N
1603,26238,26244,6,E
1604,26243,26248,5,S
1605,26247,26252,5,W
1606,26253,26256,3,E
1607,26258,26260,2,N
1608,26259,26264,5,W
1609,26267,26268,1,S
1610,26268,26272,4,E
1611,26271,26276,5,W
1612,26280,26280,0,N
1613,26283,26284,1,E
1614,26283,26288,5,W
1615,26291,26292,1,S
1616,26295,26296,1,W
1617,26298,26300,2,E
1618,26302,26304,2,N
1619,26307,26308,1,W
1620,26313,26316,3,E
1621,26315,26320,5,S
1622,26319,26324,5,W
1623,26324,26328,4,N
1624,26328,26332,4,E
1625,26331,26336,5,W
1626,26339,26340,1,S
1627,26343,26344,1,E
1628,26343,26348,5,W
1629,26346,26352,6,N
1630,26355,26356,1,W
1631,26358,26360,2,E
1632,26363,26364,1,S
1633,26367,26368,1,W
1634,26368,26372,4,N
1635,26373,26376,3,E
1636,26379,26380,1,W
1637,26387,26388,1,S
1638,26388,26392,4,E
1639,26390,26396,6,N
1640,26391,26400,9,W
1641,26403,26404,1,E
1642,26403,26408,5,W
1643,26411,26412,1,S
1644,26412,26416,4,N
1645,26415,26420,5,W
1646,26418,26424,6,E
1647,26427,26428,1,W
1648,26433,26436,3,E
1649,26434,26440,6,N
1650,26435,26444,9,S
1651,26439,26448,9,W
1652,26448,26452,4,E
1653,26451,26456,5,W
1654,26456,26460,4,N
1655,26459,26464,5,S
1656,26463,26468,5,E
1657,26463,26472,9,W
1658,26475,26476,1,W
1659,26478,26480,2,N
1660,26478,26484,6,E
1661,26483,26488,5,S
1662,26487,26492,5,W
1663,26493,26496,3,E
1664,26499,26500,1,W
1665,26500,26504,4,N
1666,26507,26508,1,S
1667,26508,26512,4,E
1668,26511,26516,5,W
1669,26522,26524,2,N
1670,26523,26528,5,E
1671,26523,26532,9,W
1672,26531,26536,5,S
1673,26535,26540,5,W
1674,26538,26544,6,E
1675,26544,26548,4,N
1676,26547,26552,5,W
1677,26553,26556,3,E
1678,26555,26560,5,S
1679,26559,26564,5,W
1680,26566,26568,2,N
1681,26568,26572,4,E
1682,26571,26576,5,W
1683,26579,26580,1,S
1684,26583,26584,1,E
1685,26583,26588,5,W
1686,26588,26592,4,N
1687,26595,26596,1,W
1688,26598,26600,2,E
1689,26603,26604,1,S
1690,26607,26608,1,W
1691,26610,26612,2,N
1692,26613,26616,3,E
1693,26619,26620,1,W
1694,26627,26628,1,S
1695,26628,26632,4,E
1696,26631,26636,5,W
1697,26632,26640,8,N
1698,26643,26644,1,E
1699,26643,26648,5,W
1700,26651,26652,1,S
1701,26654,26656,2,N
1702,26655,26660,5,W
1703,26658,26664,6,E
1704,26667,26668,1,W
1705,26673,26676,3,E
1706,26675,26680,5,S
1707,26676,26684,8,N
1708,26679,26688,9,W
1709,26688,26692,4,E
1710,26691,26696,5,W
1711,26698,26700,2,N
1712,26699,26704,5,S
1713,26703,26708,5,E
1714,26703,26712,9,W
1715,26715,26716,1,W
1716,26718,26720,2,E
1717,26720,26724,4,N
1718,26723,26728,5,S
1719,26727,26732,5,W
1720,26733,26736,3,E
1721,26739,26740,1,W
1722,26742,26744,2,N
1723,26747,26748,1,S
1724,26748,26752,4,E
1725,26751,26756,5,W
1726,26763,26764,1,E
1727,26763,26768,5,W
1728,26764,26772,8,N
1729,26771,26776,5,S
1730,26775,26780,5,W
1731,26778,26784,6,E
1732,26786,26788,2,N
1733,26787,26792,5,W
1734,26793,26796,3,E
1735,26795,26800,5,S
1736,26799,26804,5,W
1737,26808,26808,0,N
1738,26808,26812,4,E
1739,26811,26816,5,W
1740,26819,26820,1,S
1741,26823,26824,1,E
1742,26823,26828,5,W
1743,26830,26832,2,N
1744,26835,26836,1,W
1745,26838,26840,2,E
1746,26843,26844,1,S
1747,26847,26848,1,W
1748,26852,26852,0,N
1749,26853,26856,3,E
1750,26859,26860,1,W
1751,26867,26868,1,S
1752,26868,26872,4,E
1753,26871,26876,5,W
1754,26874,26880,6,N
1755,26883,26884,1,E
1756,26883,26888,5,W
1757,26891,26892,1,S
1758,26895,26896,1,W
1759,26896,26900,4,N
1760,26898,26904,6,E
1761,26907,26908,1,W
1762,26913,26916,3,E
1763,26915,26920,5,S
1764,26918,26924,6,N
1765,26919,26928,9,W
1766,26928,26932,4,E
1767,26931,26936,5,W
1768,26939,26940,1,S
1769,26940,26944,4,N
1770,26943,26948,5,E
1771,26943,26952,9,W
1772,26955,26956,1,W
1773,26958,26960,2,E
1774,26962,26964,2,N
1775,26963,26968,5,S
1776,26967,26972,5,W
1777,26973,26976,3,E
1778,26979,26980,1,W
1779,26984,26984,0,N
1780,26987,26988,1,S
1781,26988,26992,4,E
1782,26991,26996,5,W
1783,27003,27004,1,E
1784,27003,27008,5,W
1785,27006,27012,6,N
1786,27011,27016,5,S
1787,27015,27020,5,W
1788,27018,27024,6,E
1789,27027,27028,1,W
1790,27028,27032,4,N
1791,27033,27036,3,E
1792,27035,27040,5,S
1793,27039,27044,5,W
1794,27048,27048,0,E
1795,27050,27052,2,N
1796,27051,27056,5,W
1797,27059,27060,1,S
1798,27063,27064,1,E
1799,27063,27068,5,W
1800,27072,27072,0,N
1801,27075,27076,1,W
1802,27078,27080,2,E
1803,27083,27084,1,S
1804,27087,27088,1,W
1805,27093,27096,3,E
1806,27094,27100,6,N
1807,27099,27104,5,W
1808,27107,27108,1,S
1809,27108,27112,4,E
1810,27111,27116,5,W
1811,27116,27120,4,N
1812,27123,27124,1,E
1813,27123,27128,5,W
1814,27131,27132,1,S
1815,27135,27136,1,W
1816,27138,27140,2,N
1817,27138,27144,6,E
1818,27147,27148,1,W
1819,27153,27156,3,E
1820,27155,27160,5,S
1821,27159,27164,5,W
1822,27160,27168,8,N
1823,27168,27172,4,E
1824,27171,27176,5,W
1825,27179,27180,1,S
1826,27182,27184,2,N
1827,27183,27188,5,E
1828,27183,27192,9,W
1829,27195,27196,1,W
1830,27198,27200,2,E
1831,27203,27204,1,S
1832,27204,27208,4,N
1833,27207,27212,5,W
1834,27213,27216,3,E
1835,27219,27220,1,W
1836,27226,27228,2,N
1837,27227,27232,5,S
1838,27228,27236,8,E
1839,27231,27240,9,W
1840,27243,27244,1,E
1841,27243,27248,5,W
1842,27248,27252,4,N
1843,27251,27256,5,S
1844,27255,27260,5,W
1845,27258,27264,6,E
1846,27267,27268,1,W
1847,27270,27272,2,N
1848,27273,27276,3,E
1849,27275,27280,5,S
1850,27279,27284,5,W
1851,27288,27288,0,E
1852,27291,27292,1,W
1853,27292,27296,4,N
1854,27299,27300,1,S
1855,27303,27304,1,E
1856,27303,27308,5,W
1857,27314,27316,2,N
1858,27315,27320,5,W
1859,27318,27324,6,E
1860,27323,27328,5,S
1861,27327,27332,5,W
1862,27333,27336,3,E
1863,27336,27340,4,N
1864,27339,27344,5,W
1865,27347,27348,1,S
1866,27348,27352,4,E
1867,27351,27356,5,W
1868,27358,27360,2,N
1869,27363,27364,1,E
1870,27363,27368,5,W
1871,27371,27372,1,S
1872,27375,27376,1,W
1873,27378,27380,2,E
1874,27380,27384,4,N
1875,27387,27388,1,W
1876,27393,27396,3,E
1877,27395,27400,5,S
1878,27399,27404,5,W
1879,27402,27408,6,N
1880,27408,27412,4,E
1881,27411,27416,5,W
1882,27419,27420,1,S
1883,27423,27424,1,E
1884,27423,27428,5,W
1885,27424,27432,8,N
1886,27435,27436,1,W
1887,27438,27440,2,E
1888,27443,27444,1,S
1889,27446,27448,2,N
1890,27447,27452,5,W
1891,27453,27456,3,E
1892,27459,27460,1,W
1893,27467,27468,1,S
1894,27468,27472,4,N
1895,27468,27476,8,E
1896,27471,27480,9,W
1897,27483,27484,1,E
1898,27483,27488,5,W
1899,27490,27492,2,N
1900,27491,27496,5,S
1901,27495,27500,5,W
1902,27498,27504,6,E
1903,27507,27508,1,W
1904,27512,27512,0,N
1905,27513,27516,3,E
1906,27515,27520,5,S
1907,27519,27524,5,W
1908,27528,27528,0,E
1909,27531,27532,1,W
1910,27534,27536,2,N
1911,27539,27540,1,S
1912,27543,27544,1,E
1913,27543,27548,5,W
1914,27555,27556,1,W
1915,27556,27560,4,N
1916,27558,27564,6,E
1917,27563,27568,5,S
1918,27567,27572,5,W
1919,27573,27576,3,E
1920,27578,27580,2,N
1921,27579,27584,5,W
1922,27587,27588,1,S
1923,27588,27592,4,E
1924,27591,27596,5,W
1925,27600,27600,0,N
1926,27603,27604,1,E
1927,27603,27608,5,W
1928,27611,27612,1,S
1929,27615,27616,1,W
1930,27618,27620,2,E
1931,27622,27624,2,N
1932,27627,27628,1,W
1933,27633,27636,3,E
1934,27635,27640,5,S
1935,27639,27644,5,W
1936,27644,27648,4,N
1937,27648,27652,4,E
1938,27651,27656,5,W
1939,27659,27660,1,S
1940,27663,27664,1,E
1941,27663,27668,5,W
1942,27666,27672,6,N
1943,27675,27676,1,W
1944,27678,27680,2,E
1945,27683,27684,1,S
1946,27687,27688,1,W
1947,27688,27692,4,N
1948,27693,27696,3,E
1949,27699,27700,1,W
1950,27707,27708,1,S
1951,27708,27712,4,E
1952,27710,27716,6,N
1953,27711,27720,9,W
1954,27723,27724,1,E
1955,27723,27728,5,W
1956,27731,27732,1,S
1957,27732,27736,4,N
1958,27735,27740,5,W
1959,27738,27744,6,E
1960,27747,27748,1,W
1961,27753,27756,3,E
1962,27754,27760,6,N
1963,27755,27764,9,S
1964,27759,27768,9,W
1965,27768,27772,4,E
1966,27771,27776,5,W
1967,27776,27780,4,N
1968,27779,27784,5,S
1969,27783,27788,5,E
1970,27783,27792,9,W
1971,27795,27796,1,W
1972,27798,27800,2,N
1973,27798,27804,6,E
1974,27803,27808,5,S
1975,27807,27812,5,W
1976,27813,27816,3,E
1977,27819,27820,1,W
1978,27820,27824,4,N
1979,27827,27828,1,S
1980,27828,27832,4,E
1981,27831,27836,5,W
1982,27842,27844,2,N
1983,27843,27848,5,E
1984,27843,27852,9,W
1985,27851,27856,5,S
1986,27855,27860,5,W
1987,27858,27864,6,E
1988,27864,27868,4,N
1989,27867,27872,5,W
1990,27873,27876,3,E
1991,27875,27880,5,S
1992,27879,27884,5,W
1993,27886,27888,2,N
1994,27888,27892,4,E
1995,27891,27896,5,W
1996,27899,27900,1,S
1997,27903,27904,1,E
1998,27903,27908,5,W
1999,27908,27912,4,N
2000,27915,27916,1,W
2001,27918,27920,2,E
2002,27923,27924,1,S
2003,27927,27928,1,W
2004,27930,27932,2,N
2005,27933,27936,3,E
2006,27939,27940,1,W
2007,27947,27948,1,S
2008,27948,27952,4,E
2009,27951,27956,5,W
2010,27952,27960,8,N
2011,27963,27964,1,E
2012,27963,27968,5,W
2013,27971,27972,1,S
2014,27974,27976,2,N
2015,27975,27980,5,W
2016,27978,27984,6,E
2017,27987,27988,1,W
2018,27993,27996,3,E
2019,27995,28000,5,S
2020,27996,28004,8,N
2021,27999,28008,9,W
2022,28008,28012,4,E
2023,28011,28016,5,W
2024,28018,28020,2,N
2025,28019,28024,5,S
2026,28023,28028,5,E
2027,28023,28032,9,W
2028,28035,28036,1,W
2029,28038,28040,2,E
2030,28040,28044,4,N
2031,28043,28048,5,S
2032,28047,28052,5,W
2033,28053,28056,3,E
2034,28059,28060,1,W
2035,28062,28064,2,N
2036,28067,28068,1,S
2037,28068,28072,4,E
2038,28071,28076,5,W
2039,28083,28084,1,E
2040,28083,28088,5,W
2041,28084,28092,8,N
2042,28091,28096,5,S
2043,28095,28100,5,W
2044,28098,28104,6,E
2045,28106,28108,2,N
2046,28107,28112,5,W
2047,28113,28116,3,E
2048,28115,28120,5,S
2049,28119,28124,5,W
2050,28128,28128,0,N
2051,28128,28132,4,E
2052,28131,28136,5,W
2053,28139,28140,1,S
2054,28143,28144,1,E
2055,28143,28148,5,W
2056,28150,28152,2,N
2057,28155,28156,1,W
2058,28158,28160,2,E
2059,28163,28164,1,S
2060,28167,28168,1,W
2061,28172,28172,0,N
2062,28173,28176,3,E
2063,28179,28180,1,W
2064,28187,28188,1,S
2065,28188,28192,4,E
2066,28191,28196,5,W
2067,28194,28200,6,N
2068,28203,28204,1,E
2069,28203,28208,5,W
2070,28211,28212,1,S
2071,28215,28216,1,W
2072,28216,28220,4,N
2073,28218,28224,6,E
2074,28227,28228,1,W
2075,28233,28236,3,E
2076,28235,28240,5,S
2077,28238,28244,6,N
2078,28239,28248,9,W
2079,28248,28252,4,E
2080,28251,28256,5,W
2081,28259,28260,1,S
2082,28260,28264,4,N
2083,28263,28268,5,E
2084,28263,28272,9,W
2085,28275,28276,1,W
2086,28278,28280,2,E
2087,28282,28284,2,N
2088,28283,28288,5,S
2089,28287,28292,5,W
2090,28293,28296,3,E
2091,28299,28300,1,W
2092,28304,28304,0,N
2093,28307,28308,1,S
2094,28308,28312,4,E
2095,28311,28316,5,W
